,MSRDT_DE,MSRRGN_NM,MSRSTE_NM,PM10,PM25,O3,NO2,CO,SO2
0,20211020,도심권,중구,28.0,15.0,0.015,0.029,0.5,0.003
1,20211020,도심권,종로구,27.0,17.0,0.017,0.025,0.5,0.003
2,20211020,도심권,용산구,0.0,0.0,0.0,0.0,0.0,0.0
3,20211020,서북권,은평구,23.0,16.0,0.015,0.022,0.5,0.003
4,20211020,서북권,서대문구,25.0,12.0,0.016,0.018,0.6,0.003
5,20211020,서북권,마포구,27.0,14.0,0.016,0.029,0.4,0.003
6,20211020,동북권,광진구,26.0,16.0,0.016,0.019,0.5,0.002
7,20211020,동북권,성동구,35.0,14.0,0.015,0.037,0.4,0.003
8,20211020,동북권,중랑구,26.0,13.0,0.02,0.022,0.4,0.003
9,20211020,동북권,동대문구,27.0,15.0,0.018,0.026,0.4,0.003
10,20211020,동북권,성북구,24.0,12.0,0.017,0.027,0.5,0.003
11,20211020,동북권,도봉구,26.0,14.0,0.018,0.018,0.5,0.002
12,20211020,동북권,강북구,26.0,12.0,0.02,0.015,0.4,0.002
13,20211020,동북권,노원구,25.0,16.0,0.016,0.025,0.5,0.002
14,20211020,서남권,강서구,32.0,16.0,0.013,0.027,0.5,0.004
15,20211020,서남권,구로구,30.0,13.0,0.02,0.028,0.6,0.003
16,20211020,서남권,영등포구,29.0,16.0,0.014,0.029,0.4,0.003
17,20211020,서남권,동작구,30.0,15.0,0.015,0.028,0.4,0.002
18,20211020,서남권,관악구,28.0,14.0,0.019,0.028,0.5,0.003
19,20211020,서남권,금천구,27.0,17.0,0.014,0.031,0.4,0.004
20,20211020,서남권,양천구,32.0,19.0,0.015,0.03,0.5,0.004
21,20211020,동남권,강남구,28.0,15.0,0.014,0.027,0.4,0.003
22,20211020,동남권,서초구,28.0,16.0,0.017,0.028,0.4,0.003
23,20211020,동남권,송파구,31.0,16.0,0.014,0.031,0.5,0.003
24,20211020,동남권,강동구,29.0,16.0,0.012,0.027,0.4,0.002
25,20211021,도심권,중구,31.0,17.0,0.017,0.034,0.5,0.004
26,20211021,도심권,종로구,32.0,21.0,0.016,0.034,0.5,0.003
27,20211021,도심권,용산구,0.0,0.0,0.0,0.0,0.0,0.0
28,20211021,서북권,은평구,27.0,18.0,0.019,0.025,0.5,0.003
29,20211021,서북권,서대문구,30.0,13.0,0.019,0.021,0.5,0.004
30,20211021,서북권,마포구,29.0,16.0,0.016,0.037,0.5,0.003
31,20211021,동북권,광진구,29.0,18.0,0.015,0.022,0.5,0.002
32,20211021,동북권,성동구,34.0,15.0,0.017,0.04,0.5,0.004
33,20211021,동북권,중랑구,29.0,15.0,0.023,0.024,0.4,0.003
34,20211021,동북권,동대문구,31.0,19.0,0.016,0.035,0.5,0.003
35,20211021,동북권,성북구,34.0,19.0,0.017,0.034,0.6,0.003
36,20211021,동북권,도봉구,36.0,21.0,0.016,0.025,0.5,0.003
37,20211021,동북권,강북구,34.0,18.0,0.023,0.019,0.4,0.003
38,20211021,동북권,노원구,33.0,22.0,0.019,0.028,0.5,0.003
39,20211021,서남권,강서구,35.0,19.0,0.015,0.031,0.6,0.004
40,20211021,서남권,구로구,36.0,18.0,0.02,0.032,0.6,0.003
41,20211021,서남권,영등포구,31.0,19.0,0.013,0.037,0.4,0.003
42,20211021,서남권,동작구,34.0,18.0,0.014,0.034,0.5,0.003
43,20211021,서남권,관악구,30.0,16.0,0.018,0.036,0.6,0.003
44,20211021,서남권,금천구,30.0,19.0,0.013,0.038,0.5,0.004
45,20211021,서남권,양천구,35.0,21.0,0.013,0.037,0.6,0.004
46,20211021,동남권,강남구,29.0,17.0,0.015,0.031,0.4,0.003
47,20211021,동남권,서초구,30.0,19.0,0.016,0.033,0.5,0.003
48,20211021,동남권,송파구,35.0,20.0,0.013,0.037,0.6,0.003
49,20211021,동남권,강동구,32.0,18.0,0.011,0.031,0.4,0.003
50,20211022,도심권,중구,35.0,18.0,0.017,0.033,0.6,0.004
51,20211022,도심권,종로구,35.0,23.0,0.018,0.031,0.6,0.003
52,20211022,도심권,용산구,0.0,0.0,0.0,0.0,0.0,0.0
53,20211022,서북권,은평구,31.0,18.0,0.019,0.023,0.5,0.003
54,20211022,서북권,서대문구,32.0,13.0,0.018,0.022,0.6,0.005
55,20211022,서북권,마포구,34.0,16.0,0.02,0.03,0.5,0.003
56,20211022,동북권,광진구,32.0,21.0,0.016,0.022,0.4,0.003
57,20211022,동북권,성동구,39.0,18.0,0.014,0.042,0.5,0.005
58,20211022,동북권,중랑구,31.0,16.0,0.024,0.023,0.4,0.003
59,20211022,동북권,동대문구,34.0,20.0,0.019,0.032,0.5,0.003
60,20211022,동북권,성북구,37.0,18.0,0.019,0.031,0.6,0.004
61,20211022,동북권,도봉구,33.0,19.0,0.022,0.019,0.5,0.003
62,20211022,동북권,강북구,33.0,17.0,0.027,0.014,0.4,0.003
63,20211022,동북권,노원구,34.0,22.0,0.017,0.027,0.6,0.003
64,20211022,서남권,강서구,46.0,24.0,0.016,0.03,0.6,0.005
65,20211022,서남권,구로구,43.0,18.0,0.02,0.033,0.6,0.004
66,20211022,서남권,영등포구,38.0,21.0,0.015,0.034,0.4,0.003
67,20211022,서남권,동작구,40.0,20.0,0.016,0.034,0.5,0.003
68,20211022,서남권,관악구,36.0,20.0,0.017,0.038,0.6,0.003
69,20211022,서남권,금천구,38.0,23.0,0.015,0.039,0.5,0.004
70,20211022,서남권,양천구,46.0,25.0,0.016,0.035,0.6,0.005
71,20211022,동남권,강남구,35.0,20.0,0.015,0.032,0.5,0.004
72,20211022,동남권,서초구,34.0,20.0,0.019,0.031,0.5,0.003
73,20211022,동남권,송파구,37.0,21.0,0.013,0.037,0.6,0.003
74,20211022,동남권,강동구,33.0,20.0,0.013,0.03,0.4,0.003
75,20211023,도심권,중구,40.0,19.0,0.015,0.038,0.6,0.004
76,20211023,도심권,종로구,37.0,22.0,0.018,0.033,0.6,0.003
77,20211023,도심권,용산구,0.0,0.0,0.0,0.0,0.0,0.0
78,20211023,서북권,은평구,35.0,19.0,0.018,0.027,0.5,0.003
79,20211023,서북권,서대문구,34.0,15.0,0.018,0.023,0.6,0.005
80,20211023,서북권,마포구,37.0,18.0,0.016,0.042,0.6,0.003
81,20211023,동북권,광진구,34.0,20.0,0.015,0.024,0.5,0.003
82,20211023,동북권,성동구,38.0,17.0,0.016,0.04,0.5,0.004
83,20211023,동북권,중랑구,35.0,16.0,0.019,0.029,0.5,0.003
84,20211023,동북권,동대문구,37.0,20.0,0.02,0.034,0.5,0.003
85,20211023,동북권,성북구,36.0,18.0,0.015,0.038,0.6,0.004
86,20211023,동북권,도봉구,37.0,20.0,0.018,0.026,0.6,0.003
87,20211023,동북권,강북구,41.0,19.0,0.023,0.021,0.4,0.003
88,20211023,동북권,노원구,40.0,25.0,0.017,0.032,0.6,0.003
89,20211023,서남권,강서구,44.0,23.0,0.016,0.036,0.7,0.007
90,20211023,서남권,구로구,44.0,21.0,0.021,0.036,0.5,0.003
91,20211023,서남권,영등포구,42.0,25.0,0.016,0.038,0.4,0.004
92,20211023,서남권,동작구,40.0,21.0,0.019,0.031,0.5,0.003
93,20211023,서남권,관악구,37.0,22.0,0.019,0.037,0.6,0.003
94,20211023,서남권,금천구,38.0,23.0,0.018,0.037,0.5,0.004
95,20211023,서남권,양천구,44.0,25.0,0.016,0.042,0.6,0.005
96,20211023,동남권,강남구,35.0,19.0,0.017,0.032,0.5,0.004
97,20211023,동남권,서초구,36.0,22.0,0.016,0.037,0.6,0.003
98,20211023,동남권,송파구,41.0,23.0,0.015,0.038,0.6,0.003
99,20211023,동남권,강동구,37.0,20.0,0.012,0.033,0.5,0.003
100,20211024,도심권,중구,28.0,17.0,0.025,0.03,0.5,0.003
101,20211024,도심권,종로구,28.0,19.0,0.027,0.026,0.5,0.003
102,20211024,도심권,용산구,0.0,0.0,0.0,0.0,0.0,0.0
103,20211024,서북권,은평구,22.0,16.0,0.027,0.02,0.5,0.003
104,20211024,서북권,서대문구,25.0,13.0,0.025,0.019,0.5,0.004
105,20211024,서북권,마포구,28.0,16.0,0.024,0.036,0.5,0.003
106,20211024,동북권,광진구,30.0,20.0,0.024,0.019,0.5,0.003
107,20211024,동북권,성동구,31.0,17.0,0.027,0.032,0.4,0.003
108,20211024,동북권,중랑구,29.0,16.0,0.03,0.024,0.4,0.003
109,20211024,동북권,동대문구,28.0,18.0,0.029,0.026,0.4,0.003
110,20211024,동북권,성북구,26.0,17.0,0.024,0.03,0.6,0.003
111,20211024,동북권,도봉구,28.0,17.0,0.026,0.019,0.5,0.002
112,20211024,동북권,강북구,30.0,17.0,0.029,0.016,0.4,0.003
113,20211024,동북권,노원구,30.0,21.0,0.024,0.027,0.5,0.003
114,20211024,서남권,강서구,32.0,21.0,0.022,0.033,0.7,0.006
115,20211024,서남권,구로구,32.0,17.0,0.027,0.034,0.4,0.003
116,20211024,서남권,영등포구,31.0,20.0,0.022,0.033,0.4,0.003
117,20211024,서남권,동작구,31.0,18.0,0.023,0.03,0.5,0.003
118,20211024,서남권,관악구,28.0,18.0,0.024,0.033,0.6,0.003
119,20211024,서남권,금천구,26.0,17.0,0.023,0.032,0.5,0.004
120,20211024,서남권,양천구,32.0,21.0,0.024,0.033,0.5,0.005
121,20211024,동남권,강남구,29.0,18.0,0.024,0.027,0.4,0.003
122,20211024,동남권,서초구,27.0,19.0,0.024,0.028,0.5,0.003
123,20211024,동남권,송파구,32.0,21.0,0.024,0.033,0.5,0.003
124,20211024,동남권,강동구,32.0,21.0,0.021,0.025,0.4,0.003
125,20211025,도심권,중구,25.0,14.0,0.022,0.033,0.5,0.003
126,20211025,도심권,종로구,27.0,18.0,0.021,0.031,0.5,0.003
127,20211025,도심권,용산구,0.0,0.0,0.0,0.0,0.0,0.0
128,20211025,서북권,은평구,24.0,14.0,0.022,0.024,0.5,0.003
129,20211025,서북권,서대문구,22.0,10.0,0.023,0.019,0.5,0.004
130,20211025,서북권,마포구,26.0,15.0,0.017,0.041,0.5,0.003
131,20211025,동북권,광진구,27.0,17.0,0.02,0.021,0.5,0.003
132,20211025,동북권,성동구,29.0,13.0,0.02,0.038,0.4,0.004
133,20211025,동북권,중랑구,27.0,13.0,0.027,0.025,0.4,0.003
134,20211025,동북권,동대문구,27.0,15.0,0.022,0.032,0.5,0.003
135,20211025,동북권,성북구,26.0,13.0,0.02,0.033,0.5,0.003
136,20211025,동북권,도봉구,28.0,15.0,0.023,0.022,0.5,0.002
137,20211025,동북권,강북구,27.0,13.0,0.028,0.016,0.3,0.003
138,20211025,동북권,노원구,29.0,19.0,0.021,0.029,0.5,0.003
139,20211025,서남권,강서구,32.0,18.0,0.02,0.035,0.6,0.004
140,20211025,서남권,구로구,32.0,15.0,0.024,0.035,0.4,0.003
141,20211025,서남권,영등포구,28.0,17.0,0.019,0.038,0.4,0.003
142,20211025,서남권,동작구,30.0,16.0,0.021,0.033,0.5,0.003
143,20211025,서남권,관악구,28.0,16.0,0.022,0.038,0.6,0.003
144,20211025,서남권,금천구,27.0,16.0,0.02,0.037,0.4,0.004
145,20211025,서남권,양천구,31.0,19.0,0.022,0.037,0.5,0.004
146,20211025,동남권,강남구,26.0,15.0,0.02,0.03,0.4,0.003
147,20211025,동남권,서초구,26.0,16.0,0.02,0.034,0.5,0.003
148,20211025,동남권,송파구,33.0,19.0,0.018,0.038,0.6,0.003
149,20211025,동남권,강동구,30.0,17.0,0.016,0.031,0.4,0.003
150,20211026,도심권,중구,48.0,26.0,0.015,0.047,0.6,0.004
151,20211026,도심권,종로구,46.0,29.0,0.02,0.041,0.7,0.004
152,20211026,도심권,용산구,0.0,0.0,0.0,0.0,0.0,0.0
153,20211026,서북권,은평구,45.0,30.0,0.024,0.032,0.6,0.003
154,20211026,서북권,서대문구,43.0,18.0,0.022,0.029,0.6,0.004
155,20211026,서북권,마포구,41.0,27.0,0.02,0.05,0.6,0.003
156,20211026,동북권,광진구,40.0,26.0,0.017,0.03,0.6,0.003
157,20211026,동북권,성동구,42.0,21.0,0.018,0.052,0.5,0.004
158,20211026,동북권,중랑구,43.0,24.0,0.022,0.036,0.5,0.003
159,20211026,동북권,동대문구,42.0,28.0,0.022,0.041,0.5,0.003
160,20211026,동북권,성북구,52.0,26.0,0.02,0.043,0.6,0.003
161,20211026,동북권,도봉구,49.0,30.0,0.022,0.03,0.6,0.003
162,20211026,동북권,강북구,42.0,22.0,0.026,0.025,0.4,0.003
163,20211026,동북권,노원구,41.0,28.0,0.018,0.038,0.6,0.003
164,20211026,서남권,강서구,47.0,30.0,0.019,0.045,0.7,0.006
165,20211026,서남권,구로구,51.0,28.0,0.025,0.041,0.5,0.003
166,20211026,서남권,영등포구,41.0,27.0,0.02,0.046,0.4,0.004
167,20211026,서남권,동작구,41.0,23.0,0.023,0.038,0.5,0.003
168,20211026,서남권,관악구,38.0,24.0,0.024,0.044,0.6,0.004
169,20211026,서남권,금천구,37.0,25.0,0.02,0.044,0.5,0.004
170,20211026,서남권,양천구,46.0,29.0,0.021,0.047,0.6,0.005
171,20211026,동남권,강남구,39.0,23.0,0.02,0.038,0.5,0.004
172,20211026,동남권,서초구,45.0,31.0,0.02,0.042,0.6,0.003
173,20211026,동남권,송파구,44.0,26.0,0.021,0.045,0.6,0.003
174,20211026,동남권,강동구,42.0,25.0,0.016,0.04,0.5,0.003
175,20211027,도심권,중구,53.0,31.0,0.023,0.03,0.5,0.004
176,20211027,도심권,종로구,52.0,33.0,0.022,0.032,0.6,0.004
177,20211027,도심권,용산구,0.0,0.0,0.0,0.0,0.0,0.0
178,20211027,서북권,은평구,56.0,39.0,0.026,0.023,0.6,0.003
179,20211027,서북권,서대문구,54.0,20.0,0.022,0.023,0.5,0.004
180,20211027,서북권,마포구,47.0,29.0,0.024,0.035,0.5,0.003
181,20211027,동북권,광진구,45.0,30.0,0.019,0.025,0.6,0.003
182,20211027,동북권,성동구,48.0,23.0,0.022,0.038,0.5,0.004
183,20211027,동북권,중랑구,50.0,29.0,0.024,0.029,0.5,0.003
184,20211027,동북권,동대문구,51.0,33.0,0.024,0.033,0.5,0.003
185,20211027,동북권,성북구,54.0,26.0,0.019,0.036,0.6,0.003
186,20211027,동북권,도봉구,50.0,31.0,0.025,0.023,0.6,0.003
187,20211027,동북권,강북구,49.0,25.0,0.025,0.021,0.4,0.003
188,20211027,동북권,노원구,44.0,27.0,0.023,0.027,0.6,0.003
189,20211027,서남권,강서구,50.0,29.0,0.028,0.025,0.5,0.005
190,20211027,서남권,구로구,53.0,28.0,0.031,0.023,0.4,0.003
191,20211027,서남권,영등포구,47.0,29.0,0.025,0.03,0.3,0.003
192,20211027,서남권,동작구,50.0,28.0,0.028,0.026,0.5,0.003
193,20211027,서남권,관악구,45.0,27.0,0.035,0.027,0.5,0.003
194,20211027,서남권,금천구,46.0,28.0,0.023,0.034,0.5,0.004
195,20211027,서남권,양천구,51.0,31.0,0.027,0.027,0.5,0.005
196,20211027,동남권,강남구,46.0,28.0,0.019,0.032,0.5,0.003
197,20211027,동남권,서초구,49.0,34.0,0.025,0.028,0.5,0.003
198,20211027,동남권,송파구,51.0,29.0,0.02,0.037,0.6,0.003
199,20211027,동남권,강동구,48.0,28.0,0.017,0.03,0.5,0.003
200,20211028,도심권,중구,28.0,12.0,0.012,0.039,0.5,0.004
201,20211028,도심권,종로구,29.0,15.0,0.014,0.035,0.6,0.003
202,20211028,도심권,용산구,0.0,0.0,0.0,0.0,0.0,0.0
203,20211028,서북권,은평구,27.0,14.0,0.016,0.021,0.6,0.003
204,20211028,서북권,서대문구,25.0,12.0,0.015,0.023,0.5,0.005
205,20211028,서북권,마포구,30.0,12.0,0.016,0.039,0.5,0.003
206,20211028,동북권,광진구,28.0,12.0,0.012,0.023,0.5,0.003
207,20211028,동북권,성동구,33.0,12.0,0.014,0.039,0.5,0.004
208,20211028,동북권,중랑구,27.0,10.0,0.021,0.025,0.4,0.003
209,20211028,동북권,동대문구,28.0,13.0,0.014,0.036,0.5,0.003
210,20211028,동북권,성북구,28.0,10.0,0.011,0.038,0.6,0.003
211,20211028,동북권,도봉구,28.0,11.0,0.018,0.024,0.5,0.003
212,20211028,동북권,강북구,27.0,11.0,0.02,0.018,0.4,0.003
213,20211028,동북권,노원구,30.0,14.0,0.012,0.034,0.6,0.003
214,20211028,서남권,강서구,33.0,16.0,0.013,0.035,0.7,0.004
215,20211028,서남권,구로구,32.0,12.0,0.019,0.036,0.5,0.003
216,20211028,서남권,영등포구,30.0,15.0,0.006,0.045,0.5,0.003
217,20211028,서남권,동작구,28.0,11.0,0.014,0.034,0.5,0.003
218,20211028,서남권,관악구,27.0,10.0,0.017,0.036,0.6,0.003
219,20211028,서남권,금천구,23.0,12.0,0.015,0.035,0.5,0.004
220,20211028,서남권,양천구,31.0,15.0,0.014,0.038,0.6,0.005
221,20211028,동남권,강남구,27.0,11.0,0.012,0.031,0.5,0.004
222,20211028,동남권,서초구,29.0,12.0,0.014,0.035,0.5,0.003
223,20211028,동남권,송파구,33.0,14.0,0.013,0.037,0.6,0.003
224,20211028,동남권,강동구,31.0,12.0,0.011,0.033,0.4,0.003
225,20211029,도심권,중구,22.0,9.0,0.021,0.03,0.4,0.003
226,20211029,도심권,종로구,22.0,10.0,0.022,0.028,0.5,0.003
227,20211029,도심권,용산구,33.0,13.0,0.021,0.032,0.5,0.003
228,20211029,서북권,은평구,20.0,10.0,0.016,0.032,0.8,0.003
229,20211029,서북권,서대문구,18.0,7.0,0.029,0.013,0.3,0.005
230,20211029,서북권,마포구,21.0,8.0,0.028,0.025,0.4,0.003
231,20211029,동북권,광진구,21.0,7.0,0.023,0.017,0.4,0.003
232,20211029,동북권,성동구,23.0,7.0,0.028,0.028,0.3,0.004
233,20211029,동북권,중랑구,20.0,7.0,0.029,0.019,0.3,0.003
234,20211029,동북권,동대문구,22.0,9.0,0.023,0.029,0.4,0.003
235,20211029,동북권,성북구,21.0,8.0,0.016,0.035,0.5,0.003
236,20211029,동북권,도봉구,19.0,7.0,0.023,0.019,0.5,0.002
237,20211029,동북권,강북구,20.0,7.0,0.024,0.016,0.3,0.003
238,20211029,동북권,노원구,23.0,11.0,0.017,0.031,0.5,0.003
239,20211029,서남권,강서구,25.0,11.0,0.02,0.029,0.6,0.003
240,20211029,서남권,구로구,24.0,7.0,0.023,0.027,0.3,0.003
241,20211029,서남권,영등포구,25.0,10.0,0.019,0.03,0.5,0.003
242,20211029,서남권,동작구,24.0,9.0,0.016,0.033,0.4,0.003
243,20211029,서남권,관악구,23.0,10.0,0.021,0.032,0.5,0.003
244,20211029,서남권,금천구,20.0,10.0,0.015,0.035,0.4,0.004
245,20211029,서남권,양천구,23.0,11.0,0.021,0.031,0.5,0.005
246,20211029,동남권,강남구,20.0,8.0,0.019,0.028,0.4,0.003
247,20211029,동남권,서초구,21.0,8.0,0.017,0.032,0.4,0.003
248,20211029,동남권,송파구,31.0,13.0,0.015,0.037,0.5,0.003
249,20211029,동남권,강동구,23.0,8.0,0.018,0.027,0.4,0.003
250,20211030,도심권,중구,22.0,10.0,0.011,0.035,0.5,0.003
251,20211030,도심권,종로구,21.0,12.0,0.013,0.032,0.5,0.003
252,20211030,도심권,용산구,25.0,13.0,0.01,0.032,0.4,0.003
253,20211030,서북권,은평구,19.0,11.0,0.02,0.019,0.7,0.003
254,20211030,서북권,서대문구,18.0,9.0,0.018,0.018,0.4,0.005
255,20211030,서북권,마포구,21.0,10.0,0.016,0.033,0.4,0.003
256,20211030,동북권,광진구,21.0,10.0,0.013,0.02,0.5,0.003
257,20211030,동북권,성동구,22.0,9.0,0.015,0.035,0.4,0.004
258,20211030,동북권,중랑구,20.0,9.0,0.018,0.024,0.4,0.003
259,20211030,동북권,동대문구,23.0,11.0,0.013,0.033,0.4,0.003
260,20211030,동북권,성북구,21.0,9.0,0.013,0.032,0.5,0.003
261,20211030,동북권,도봉구,20.0,8.0,0.017,0.021,0.5,0.003
262,20211030,동북권,강북구,21.0,10.0,0.016,0.02,0.4,0.003
263,20211030,동북권,노원구,21.0,12.0,0.011,0.032,0.5,0.003
264,20211030,서남권,강서구,26.0,11.0,0.013,0.034,0.5,0.004
265,20211030,서남권,구로구,26.0,11.0,0.019,0.029,0.4,0.003
266,20211030,서남권,영등포구,26.0,11.0,0.011,0.036,0.5,0.003
267,20211030,서남권,동작구,22.0,10.0,0.016,0.03,0.4,0.003
268,20211030,서남권,관악구,22.0,12.0,0.021,0.031,0.5,0.003
269,20211030,서남권,금천구,21.0,12.0,0.017,0.031,0.4,0.004
270,20211030,서남권,양천구,26.0,12.0,0.012,0.036,0.5,0.005
271,20211030,동남권,강남구,21.0,10.0,0.01,0.03,0.4,0.003
272,20211030,동남권,서초구,18.0,8.0,0.016,0.029,0.4,0.003
273,20211030,동남권,송파구,23.0,12.0,0.013,0.034,0.5,0.003
274,20211030,동남권,강동구,23.0,11.0,0.01,0.03,0.4,0.003
275,20211031,도심권,중구,30.0,17.0,0.022,0.03,0.5,0.004
276,20211031,도심권,종로구,29.0,18.0,0.025,0.025,0.5,0.003
277,20211031,도심권,용산구,31.0,20.0,0.02,0.027,0.5,0.003
278,20211031,서북권,은평구,32.0,23.0,0.024,0.02,0.8,0.003
279,20211031,서북권,서대문구,30.0,20.0,0.024,0.019,0.6,0.005
280,20211031,서북권,마포구,28.0,16.0,0.024,0.033,0.5,0.003
281,20211031,동북권,광진구,29.0,17.0,0.023,0.016,0.6,0.003
282,20211031,동북권,성동구,30.0,15.0,0.026,0.03,0.5,0.004
283,20211031,동북권,중랑구,29.0,16.0,0.028,0.022,0.4,0.003
284,20211031,동북권,동대문구,28.0,17.0,0.027,0.025,0.4,0.003
285,20211031,동북권,성북구,29.0,16.0,0.025,0.028,0.5,0.003
286,20211031,동북권,도봉구,30.0,18.0,0.025,0.02,0.6,0.003
287,20211031,동북권,강북구,32.0,17.0,0.026,0.018,0.4,0.003
288,20211031,동북권,노원구,29.0,20.0,0.025,0.024,0.5,0.003
289,20211031,서남권,강서구,32.0,18.0,0.024,0.028,0.6,0.005
290,20211031,서남권,구로구,33.0,17.0,0.028,0.023,0.4,0.003
291,20211031,서남권,영등포구,31.0,19.0,0.023,0.028,0.6,0.003
292,20211031,서남권,동작구,30.0,17.0,0.024,0.025,0.5,0.003
293,20211031,서남권,관악구,28.0,17.0,0.026,0.029,0.6,0.003
294,20211031,서남권,금천구,27.0,17.0,0.022,0.029,0.5,0.004
295,20211031,서남권,양천구,32.0,20.0,0.024,0.028,0.5,0.005
296,20211031,동남권,강남구,28.0,17.0,0.024,0.022,0.4,0.004
297,20211031,동남권,서초구,28.0,20.0,0.023,0.025,0.5,0.003
298,20211031,동남권,송파구,31.0,19.0,0.024,0.027,0.5,0.003
299,20211031,동남권,강동구,30.0,19.0,0.019,0.025,0.4,0.003
300,20211101,도심권,중구,34.0,21.0,0.028,0.025,0.5,0.003
301,20211101,도심권,종로구,33.0,23.0,0.03,0.024,0.6,0.003
302,20211101,도심권,용산구,33.0,23.0,0.027,0.025,0.5,0.003
303,20211101,서북권,은평구,36.0,27.0,0.028,0.017,0.9,0.003
304,20211101,서북권,서대문구,32.0,25.0,0.028,0.017,0.6,0.004
305,20211101,서북권,마포구,32.0,22.0,0.024,0.031,0.5,0.003
306,20211101,동북권,광진구,33.0,21.0,0.018,0.021,0.7,0.003
307,20211101,동북권,성동구,34.0,17.0,0.024,0.036,0.5,0.003
308,20211101,동북권,중랑구,35.0,18.0,0.026,0.025,0.5,0.003
309,20211101,동북권,동대문구,33.0,23.0,0.031,0.026,0.5,0.003
310,20211101,동북권,성북구,35.0,21.0,0.024,0.031,0.6,0.003
311,20211101,동북권,도봉구,33.0,22.0,0.026,0.019,0.7,0.003
312,20211101,동북권,강북구,35.0,20.0,0.031,0.015,0.4,0.002
313,20211101,동북권,노원구,32.0,22.0,0.025,0.024,0.6,0.003
314,20211101,서남권,강서구,33.0,20.0,0.026,0.027,0.5,0.004
315,20211101,서남권,구로구,36.0,20.0,0.033,0.021,0.4,0.003
316,20211101,서남권,영등포구,33.0,21.0,0.026,0.029,0.5,0.003
317,20211101,서남권,동작구,35.0,21.0,0.026,0.025,0.5,0.002
318,20211101,서남권,관악구,30.0,20.0,0.032,0.028,0.6,0.003
319,20211101,서남권,금천구,32.0,23.0,0.021,0.031,0.5,0.004
320,20211101,서남권,양천구,35.0,23.0,0.03,0.025,0.6,0.005
321,20211101,동남권,강남구,32.0,20.0,0.027,0.027,0.5,0.003
322,20211101,동남권,서초구,32.0,24.0,0.024,0.028,0.5,0.003
323,20211101,동남권,송파구,39.0,23.0,0.033,0.03,0.6,0.003
324,20211101,동남권,강동구,30.0,19.0,0.018,0.028,0.5,0.003
325,20211102,도심권,중구,39.0,25.0,0.021,0.027,0.6,0.003
326,20211102,도심권,종로구,38.0,26.0,0.022,0.026,0.7,0.003
327,20211102,도심권,용산구,41.0,29.0,0.019,0.028,0.5,0.003
328,20211102,서북권,은평구,36.0,27.0,0.021,0.018,1.0,0.003
329,20211102,서북권,서대문구,36.0,26.0,0.021,0.018,0.7,0.005
330,20211102,서북권,마포구,36.0,24.0,0.02,0.029,0.5,0.003
331,20211102,동북권,광진구,40.0,26.0,0.016,0.023,0.7,0.003
332,20211102,동북권,성동구,41.0,23.0,0.021,0.035,0.6,0.004
333,20211102,동북권,중랑구,38.0,24.0,0.025,0.025,0.6,0.003
334,20211102,동북권,동대문구,37.0,25.0,0.025,0.028,0.6,0.003
335,20211102,동북권,성북구,39.0,24.0,0.024,0.028,0.7,0.003
336,20211102,동북권,도봉구,38.0,26.0,0.026,0.018,0.7,0.003
337,20211102,동북권,강북구,38.0,23.0,0.028,0.014,0.5,0.002
338,20211102,동북권,노원구,39.0,29.0,0.022,0.025,0.6,0.003
339,20211102,서남권,강서구,42.0,24.0,0.014,0.029,0.6,0.004
340,20211102,서남권,구로구,40.0,22.0,0.028,0.022,0.5,0.003
341,20211102,서남권,영등포구,39.0,25.0,0.021,0.028,0.5,0.003
342,20211102,서남권,동작구,43.0,28.0,0.023,0.027,0.6,0.003
343,20211102,서남권,관악구,36.0,25.0,0.027,0.028,0.6,0.003
344,20211102,서남권,금천구,41.0,28.0,0.016,0.035,0.6,0.004
345,20211102,서남권,양천구,39.0,27.0,0.023,0.027,0.6,0.005
346,20211102,동남권,강남구,38.0,24.0,0.019,0.03,0.6,0.003
347,20211102,동남권,서초구,36.0,28.0,0.022,0.027,0.5,0.003
348,20211102,동남권,송파구,43.0,27.0,0.017,0.037,0.7,0.003
349,20211102,동남권,강동구,39.0,26.0,0.015,0.03,0.6,0.003
350,20211103,도심권,중구,41.0,24.0,0.018,0.034,0.6,0.004
351,20211103,도심권,종로구,41.0,27.0,0.021,0.031,0.6,0.003
352,20211103,도심권,용산구,41.0,28.0,0.015,0.032,0.5,0.003
353,20211103,서북권,은평구,42.0,28.0,0.018,0.026,0.9,0.003
354,20211103,서북권,서대문구,41.0,28.0,0.02,0.021,0.7,0.005
355,20211103,서북권,마포구,39.0,25.0,0.02,0.034,0.5,0.003
356,20211103,동북권,광진구,43.0,27.0,0.016,0.027,0.6,0.003
357,20211103,동북권,성동구,43.0,23.0,0.018,0.041,0.6,0.004
358,20211103,동북권,중랑구,42.0,25.0,0.024,0.029,0.6,0.003
359,20211103,동북권,동대문구,41.0,27.0,0.022,0.033,0.6,0.003
360,20211103,동북권,성북구,41.0,25.0,0.021,0.032,0.7,0.003
361,20211103,동북권,도봉구,41.0,26.0,0.023,0.02,0.7,0.003
362,20211103,동북권,강북구,41.0,25.0,0.027,0.018,0.5,0.003
363,20211103,동북권,노원구,41.0,29.0,0.021,0.027,0.6,0.003
364,20211103,서남권,강서구,48.0,29.0,0.018,0.032,0.7,0.006
